country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,source,reported_date
Poland,PL,POL,37972812,,15,"Epidemic intelligence, national daily data",2020-04-19
Sweden,SE,SWE,10230185,,29,"Epidemic intelligence, national daily data",2020-06-19
Ukraine,UA,UKR,43733759,,16,"Epidemic intelligence, national daily data",2020-06-26
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-01-26
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-09-01
Turkey,TR,TUR,82003882,,0,"Epidemic intelligence, national daily data",2020-01-18
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-06-17
Germany,DE,DEU,83019213,,0,"Epidemic intelligence, national daily data",2020-01-12
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-01-12
Turkey,TR,TUR,82003882,,26,"Epidemic intelligence, national daily data",2020-05-31
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-05-30
Romania,RO,ROU,19414458,,39,"Epidemic intelligence, national daily data",2020-08-01
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-01-07
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-06-13
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-02-04
Germany,DE,DEU,83019213,,254,"Epidemic intelligence, national daily data",2020-04-08
Portugal,PT,PRT,10276617,,4,"Epidemic intelligence, national daily data",2020-09-29
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-02-26
Armenia,AM,ARM,2963234,,5,"Epidemic intelligence, national daily data",2020-05-17
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-04-06
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-01-11
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-06-12
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-06-10
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-01-27
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-08-16
Turkey,TR,TUR,82003882,,45,"Epidemic intelligence, national daily data",2020-09-03
Sweden,SE,SWE,10230185,,53,"Epidemic intelligence, national daily data",2020-04-02
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-05-24
Romania,RO,ROU,19414458,,17,"Epidemic intelligence, national daily data",2020-07-10
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-08-31
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-04-08
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-01-04
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-04-03
Bosnia and Herzegovina,BA,BIH,3280815,,3,"Epidemic intelligence, national daily data",2020-09-05
North Macedonia,MK,MKD,2077132,,5,"Epidemic intelligence, national daily data",2020-07-07
Poland,PL,POL,37972812,,25,"Epidemic intelligence, national daily data",2020-09-25
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-01-10
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-01-11
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-02-13
Armenia,AM,ARM,2963234,,3,"Epidemic intelligence, national daily data",2020-08-16
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-07-04
Bulgaria,BG,BGR,7000039,,14,"Epidemic intelligence, national daily data",2020-08-18
Belgium,BE,BEL,11455519,,4,"Epidemic intelligence, national daily data",2020-07-28
United Kingdom,UK,GBR,66647112,,10,"Epidemic intelligence, national daily data",2020-09-05
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-04-28
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-03-17
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-07-01
Romania,RO,ROU,19414458,,22,"Epidemic intelligence, national daily data",2020-06-30
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-01-14
Turkey,TR,TUR,82003882,,24,"Epidemic intelligence, national daily data",2020-06-25
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-09-18
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-01-26
Switzerland,CH,CHE,8544527,,27,"Epidemic intelligence, national daily data",2020-04-29
Latvia,LV,LVA,1919968,,1,"Epidemic intelligence, national daily data",2020-05-08
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-02-02
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-07-04
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-05-04
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-05-07
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-03-25
Germany,DE,DEU,83019213,,193,"Epidemic intelligence, national daily data",2020-05-01
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-05-04
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-01-16
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-02-27
Kosovo,,,1798506,,11,"Epidemic intelligence, national daily data",2020-07-23
Hungary,HU,HUN,9772756,,8,"Epidemic intelligence, national daily data",2020-04-11
Spain,ES,ESP,46937060,,143,"Epidemic intelligence, national daily data",2020-05-10
France,FR,FRA,67012883,,78,"Epidemic intelligence, national daily data",2020-09-23
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-03-28
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-03-01
Italy,IT,ITA,60359546,,71,"Epidemic intelligence, national daily data",2020-06-04
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-04-24
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-06-27
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-08-24
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-07-12
Estonia,EE,EST,1324820,,3,"Epidemic intelligence, national daily data",2020-04-27
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-07-01
Greece,EL,GRC,10724599,,5,"Epidemic intelligence, national daily data",2020-09-04
Italy,IT,ITA,60359546,,6,"Epidemic intelligence, national daily data",2020-09-13
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-08-30
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-08-01
Switzerland,CH,CHE,8544527,,1,"Epidemic intelligence, national daily data",2020-09-05
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-03-18
Finland,FI,FIN,5517919,,2,"Epidemic intelligence, national daily data",2020-08-11
Belarus,BY,BLR,9449321,,5,"Epidemic intelligence, national daily data",2020-04-27
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-01-11
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-06-02
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-03-16
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-01-07
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-08-15
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-07-17
Turkey,TR,TUR,82003882,,15,"Epidemic intelligence, national daily data",2020-08-10
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-02-20
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-03-21
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-06-23
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-01-16
Serbia,RS,SRB,6963764,,2,"Epidemic intelligence, national daily data",2020-09-02
Germany,DE,DEU,83019213,,49,"Epidemic intelligence, national daily data",2020-10-24
Belarus,BY,BLR,9449321,,7,"Epidemic intelligence, national daily data",2020-05-13
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-03-09
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-01-15
Netherlands,NL,NLD,17282163,,67,"Epidemic intelligence, national daily data",2020-04-21
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-05-12
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-04-21
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-03-05
Finland,FI,FIN,5517919,,2,"Epidemic intelligence, national daily data",2020-03-31
Switzerland,CH,CHE,8544527,,4,"Epidemic intelligence, national daily data",2020-05-24
Belarus,BY,BLR,9449321,,4,"Epidemic intelligence, national daily data",2020-06-16
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-09-27
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-01-28
Montenegro,ME,MNE,622182,,3,"Epidemic intelligence, national daily data",2020-07-28
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-01-12
Italy,IT,ITA,60359546,,285,"Epidemic intelligence, national daily data",2020-05-01
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-09-05
Luxembourg,LU,LUX,613894,,1,"Epidemic intelligence, national daily data",2020-05-01
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-07-21
Ireland,IE,IRL,4904240,,33,"Epidemic intelligence, national daily data",2020-05-02
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-01-24
Turkey,TR,TUR,82003882,,19,"Epidemic intelligence, national daily data",2020-07-04
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-04-14
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-07-16
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-01-17
Ukraine,UA,UKR,43733759,,97,"Epidemic intelligence, national daily data",2020-09-11
Turkey,TR,TUR,82003882,,106,"Epidemic intelligence, national daily data",2020-04-26
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-01-02
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-06-06
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-04-18
Portugal,PT,PRT,10276617,,6,"Epidemic intelligence, national daily data",2020-08-14
Ukraine,UA,UKR,43733759,,69,"Epidemic intelligence, national daily data",2020-09-30
Norway,NO,NOR,5328212,,1,"Epidemic intelligence, national daily data",2020-07-18
North Macedonia,MK,MKD,2077132,,9,"Epidemic intelligence, national daily data",2020-09-26
Lithuania,LT,LTU,2794184,,1,"Epidemic intelligence, national daily data",2020-06-16
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-02-28
Czechia,CZ,CZE,10649800,,3,"Epidemic intelligence, national daily data",2020-03-27
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-08-27
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-07-06
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-06-01
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-08-06
Ireland,IE,IRL,4904240,,38,"Epidemic intelligence, national daily data",2020-05-04
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-07-15
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-03-03
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-02-08
Turkey,TR,TUR,82003882,,98,"Epidemic intelligence, national daily data",2020-04-14
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-03-01
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-06-29
Spain,ES,ESP,46937060,,324,"Epidemic intelligence, national daily data",2020-03-22
Switzerland,CH,CHE,8544527,,4,"Epidemic intelligence, national daily data",2020-09-04
Bulgaria,BG,BGR,7000039,,11,"Epidemic intelligence, national daily data",2020-08-06
North Macedonia,MK,MKD,2077132,,0,"Epidemic intelligence, national daily data",2020-08-23
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-01-22
Denmark,DK,DNK,5806081,,3,"Epidemic intelligence, national daily data",2020-05-07
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-05-26
Bosnia and Herzegovina,BA,BIH,3280815,,1,"Epidemic intelligence, national daily data",2020-04-11
Portugal,PT,PRT,10276617,,5,"Epidemic intelligence, national daily data",2020-08-19
Germany,DE,DEU,83019213,,30,"Epidemic intelligence, national daily data",2020-03-20
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-10-10
France,FR,FRA,67012883,,23,"Epidemic intelligence, national daily data",2020-06-23
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-08-23
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-03-25
France,FR,FRA,67012883,,10,"Epidemic intelligence, national daily data",2020-07-24
Armenia,AM,ARM,2963234,,7,"Epidemic intelligence, national daily data",2020-05-27
Jersey,JE,JEY,107796,,4,"Epidemic intelligence, national daily data",2020-04-17
Russia,RU,RUS,145934460,,95,"Epidemic intelligence, national daily data",2020-05-06
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-02-03
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-08-11
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-01-28
France,FR,FRA,67012883,,162,"Epidemic intelligence, national daily data",2020-10-23
Belgium,BE,BEL,11455519,,41,"Epidemic intelligence, national daily data",2020-10-15
North Macedonia,MK,MKD,2077132,,0,"Epidemic intelligence, national daily data",2020-09-07
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-01-03
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-08-02
Czechia,CZ,CZE,10649800,,4,"Epidemic intelligence, national daily data",2020-05-05
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-02-07
Serbia,RS,SRB,6963764,,2,"Epidemic intelligence, national daily data",2020-10-17
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-08-10
Greece,EL,GRC,10724599,,2,"Epidemic intelligence, national daily data",2020-05-09
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-09-01
Belarus,BY,BLR,9449321,,3,"Epidemic intelligence, national daily data",2020-08-18
Greece,EL,GRC,10724599,,2,"Epidemic intelligence, national daily data",2020-05-05
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-06-23
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-03-13
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-01-24
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-08-02
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-07-30
Bosnia and Herzegovina,BA,BIH,3280815,,1,"Epidemic intelligence, national daily data",2020-03-26
Armenia,AM,ARM,2963234,,9,"Epidemic intelligence, national daily data",2020-06-17
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-07-01
Ukraine,UA,UKR,43733759,,14,"Epidemic intelligence, national daily data",2020-07-02
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-03-01
Austria,AT,AUT,8858775,,1,"Epidemic intelligence, national daily data",2020-05-14
France,FR,FRA,67012883,,0,"Epidemic intelligence, national daily data",2020-01-07
Russia,RU,RUS,145934460,,161,"Epidemic intelligence, national daily data",2020-05-28
Jersey,JE,JEY,107796,,1,"Epidemic intelligence, national daily data",2020-04-24
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-03-03
Netherlands,NL,NLD,17282163,,86,"Epidemic intelligence, national daily data",2020-04-14
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-06-18
Netherlands,NL,NLD,17282163,,86,"Epidemic intelligence, national daily data",2020-05-06
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-07-28
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-07-12
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-06-10
France,FR,FRA,67012883,,18,"Epidemic intelligence, national daily data",2020-07-02
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-06-23
North Macedonia,MK,MKD,2077132,,8,"Epidemic intelligence, national daily data",2020-07-12
Azerbaijan,AZ,AZE,10139175,,7,"Epidemic intelligence, national daily data",2020-06-18
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-10-15
Norway,NO,NOR,5328212,,11,"Epidemic intelligence, national daily data",2020-04-25
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-05-13
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-02-16
Croatia,HR,HRV,4076246,,1,"Epidemic intelligence, national daily data",2020-08-24
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-02-12
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-05-29
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-03-20
